_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
816955,4153166,2017.0,2021,1967.0,PRIVATE,9,Davenport,730 DOVERCOURT RD,20,356,2021-12-07,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,S0934,43.6597215869,-79.429288288,310487.721,4835310.221
816956,4153094,2017.0,2021,2008.0,PRIVATE,9,Davenport,767 DOVERCOURT RD,3,19,2021-12-07,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,3.0,S0932,43.6618560972,-79.4293177813,310485.14,4835547.351
816957,4154604,2017.0,2021,1966.0,PRIVATE,6,York Centre,4190 BATHURST ST,9,80,2021-12-06,77,Evaluation needs to be conducted in 2 years,20,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,N0629,43.748575119399995,-79.437302788,309833.975,4845180.913
816958,4155957,2017.0,2021,1972.0,TCHC,20,Scarborough Southwest,30 GORDONRIDGE PL,17,231,2021-12-06,72,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,,E2024,43.726764513,-79.250888477,324750.497,4842822.528
816959,4155943,2017.0,2021,1965.0,TCHC,20,Scarborough Southwest,3171 EGLINTON AVE E,12,161,2021-12-06,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,,E2027,43.7426229529,-79.22004925,327332.807,4844555.63
816960,4154609,2017.0,2021,1969.0,PRIVATE,6,York Centre,4350 BATHURST ST,6,35,2021-12-06,91,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,,N0629,43.754107511,-79.438517766,309735.42,4845796.416
816961,4155573,2017.0,2021,1972.0,TCHC,20,Scarborough Southwest,40 GORDONRIDGE PL,18,421,2021-12-06,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,,E2024,43.727612646000004,-79.251278648,324819.267,4842872.647
816962,4154607,2017.0,2021,1983.0,SOCIAL HOUSING,6,York Centre,4266 BATHURST ST,9,130,2021-12-06,86,Evaluation needs to be conducted in 3 years,20,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,N0629,43.751874345299996,-79.438030916,309775.071,4845547.393999999
816963,4154693,2017.0,2021,1960.0,PRIVATE,6,York Centre,4383 BATHURST ST,13,142,2021-12-06,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,,N0630,43.75446148100001,-79.437277956,309835.23,4845835.813999999
816964,4152962,2017.0,2021,1952.0,PRIVATE,4,Parkdale-High Park,77 SPENCER AVE,6,56,2021-12-06,81,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,3.0,4.0,4.0,,3.0,5.0,,4.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,,S0437,43.63712357,-79.429926502,310438.088,4832800.6
816965,4152958,2017.0,2021,1962.0,PRIVATE,4,Parkdale-High Park,47 SPENCER AVE,5,56,2021-12-06,80,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,3.0,,3.0,,3.0,5.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,S0437,43.635752524,-79.429340078,310485.527,4832648.324
816966,4152978,2017.0,2021,1976.0,SOCIAL HOUSING,4,Parkdale-High Park,1355 KING ST W,11,136,2021-12-06,82,Evaluation needs to be conducted in 2 years,17,5.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,,S0437,43.6375544172,-79.4328522141,310202.251,4832847.329
816967,4155566,2017.0,2021,1969.0,TCHC,20,Scarborough Southwest,675 KENNEDY RD,11,192,2021-12-06,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,,E2023,43.72687441,-79.265289789,323769.245,4842812.63
816968,4154653,2017.0,2021,1965.0,PRIVATE,6,York Centre,4750 BATHURST ST,3,64,2021-12-06,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,,N0624,43.767931941,-79.4420072756,309453.606,4847331.095
816969,4154697,2017.0,2021,1962.0,PRIVATE,6,York Centre,4415 BATHURST ST,14,167,2021-12-06,81,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0624,43.7567677733,-79.4380041027,309776.827,4846091.036
816970,4153072,2017.0,2021,1930.0,PRIVATE,4,Parkdale-High Park,469 RONCESVALLES AVE,4,15,2021-12-05,77,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,4.0,,3.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,,,S0433,43.65312878020001,-79.4513327974,308710.143,4834576.586
816971,4153026,2017.0,2021,1917.0,PRIVATE,4,Parkdale-High Park,189 DOWLING AVE,4,10,2021-12-05,57,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,3.0,,2.0,,3.0,,,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,,S0436,43.6396109365,-79.4394716965,309667.989,4833097.526000001
816972,4155301,2017.0,2021,1957.0,PRIVATE,3,Etobicoke-Lakeshore,1276 ISLINGTON AVE,13,202,2021-12-03,82,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,,W0321,43.647785657,-79.5258528138,302698.664,4833982.321
816973,4155405,2017.0,2021,1992.0,SOCIAL HOUSING,2,Etobicoke Centre,1540 KIPLING AVE,8,128,2021-12-03,92,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,5.0,W0221,43.680470399799994,-79.5529581707,300514.566,4837614.397
816974,4155491,2017.0,2021,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2557 LAKE SHORE BLVD W,4,26,2021-12-03,84,Evaluation needs to be conducted in 2 years,14,4.0,5.0,4.0,5.0,4.0,5.0,,3.0,,,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,,,W0336,43.6090707341,-79.4891854143,305657.294,4829680.949
816975,4155565,2017.0,2021,1968.0,TCHC,20,Scarborough Southwest,3485 ST CLAIR AVE E,9,97,2021-12-03,53,Evaluation needs to be conducted in 1 year,19,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,E2030,43.7145219871,-79.26814890060001,323467.401,4841421.877
816976,4154103,2017.0,2021,1950.0,PRIVATE,14,Toronto-Danforth,120 COSBURN AVE,6,57,2021-12-03,86,Evaluation needs to be conducted in 3 years,17,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,,S1422,43.6898605522,-79.3481479034,317026.043,4838667.263
816977,4155952,2017.0,2021,1969.0,PRIVATE,13,Toronto Centre,280 WELLESLEY ST E,32,571,2021-12-03,81,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,S1323,43.6684263291,-79.3704468759,315261.028,4836267.257
816978,4154115,2017.0,2021,1960.0,PRIVATE,14,Toronto-Danforth,101 COSBURN AVE,10,73,2021-12-03,92,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,,S1421,43.688951922200005,-79.3496273223,316906.969,4838566.103999999
816979,4155277,2018.0,2021,1955.0,PRIVATE,3,Etobicoke-Lakeshore,323 PARK LAWN RD,5,48,2021-12-03,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,W0327,43.637199541099996,-79.493365223,305319.61,4832805.873
816980,4155028,2017.0,2021,1968.0,PRIVATE,12,Toronto-St. Paul's,620 NORTHCLIFFE BLVD,9,68,2021-12-02,78,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,S1222,43.6935553458,-79.447286922,309033.655,4839067.943
816981,4155231,2017.0,2021,1950.0,PRIVATE,3,Etobicoke-Lakeshore,3 HEATHERDALE RD,4,35,2021-12-02,79,Evaluation needs to be conducted in 2 years,16,3.0,5.0,5.0,2.0,4.0,4.0,,5.0,,4.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,,,W0329,43.6348017129,-79.4912245002,305492.372,4832539.5030000005
816982,4155207,,2021,1955.0,PRIVATE,4,Parkdale-High Park,585 JANE ST,4,25,2021-12-01,77,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,3.0,4.0,4.0,,4.0,,,3.0,3.0,5.0,5.0,4.0,4.0,,5.0,3.0,,S0422,43.6645529032,-79.4903043858,305566.283,4835844.669
816983,4153109,2017.0,2021,1955.0,PRIVATE,9,Davenport,2 REGAL RD,8,104,2021-12-01,74,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,S0928,43.675634371899996,-79.4334082604,310153.942,4837077.778
816984,4153077,2017.0,2021,1966.0,PRIVATE,9,Davenport,128 SHERIDAN AVE,7,68,2021-12-01,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,S0933,43.6504598567,-79.434253526,310088.06899999996,4834280.9569999995
816985,4154173,2017.0,2021,1959.0,PRIVATE,15,Don Valley West,22 THORNCLIFFE PARK DR,7,60,2021-12-01,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,,N1533,43.703702356899996,-79.3467690026,317134.342,4840205.228
816986,4153560,2017.0,2021,1994.0,SOCIAL HOUSING,13,Toronto Centre,31 PRINCESS ST,10,82,2021-12-01,82,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,,5.0,4.0,4.0,S1335,43.6500861,-79.366016015,315596.755,4834258.353999999
816987,4155436,2017.0,2021,1960.0,PRIVATE,1,Etobicoke North,15 TORBOLTON DR,3,19,2021-12-01,83,Evaluation needs to be conducted in 2 years,16,4.0,3.0,5.0,5.0,5.0,3.0,,4.0,,,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,,W0130,43.718916640299994,-79.5582979655,300087.068,4841885.912
816988,4155265,2017.0,2021,1955.0,PRIVATE,3,Etobicoke-Lakeshore,9 CROWN HILL PL,5,60,2021-12-01,79,Evaluation needs to be conducted in 2 years,16,5.0,3.0,4.0,4.0,3.0,4.0,,5.0,4.0,,3.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,,,W0327,43.639623358,-79.491058309,305505.524,4833076.116
816989,4153425,2017.0,2021,1900.0,SOCIAL HOUSING,13,Toronto Centre,244 CHURCH ST,3,60,2021-12-01,76,Evaluation needs to be conducted in 2 years,15,3.0,5.0,5.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,,4.0,S1332,43.6559630817,-79.377259039,314684.79,4834897.546
816990,4154174,2017.0,2021,1985.0,SOCIAL HOUSING,15,Don Valley West,18 THORNCLIFFE PARK DR,7,109,2021-12-01,84,Evaluation needs to be conducted in 2 years,19,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,N1533,43.704307406400005,-79.3469915731,317116.28,4840272.413
816991,4155260,2017.0,2021,1956.0,PRIVATE,3,Etobicoke-Lakeshore,4 CROWN HILL PL,5,32,2021-12-01,82,Evaluation needs to be conducted in 2 years,17,5.0,4.0,4.0,3.0,5.0,4.0,,4.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,,,W0327,43.6379480963,-79.4907455213,305531.02,4832889.053
816992,4244929,2017.0,2021,1963.0,PRIVATE,1,Etobicoke North,70 ESTHER LORRIE DR,7,97,2021-12-01,84,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,4.0,4.0,3.0,,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,5.0,W0129,43.732279511,-79.577684699,298562.561,4843311.273
816993,4153024,2017.0,2021,1960.0,PRIVATE,4,Parkdale-High Park,188 JAMESON AVE,8,47,2021-12-01,78,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,5.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,,S0436,43.6391266318,-79.437146582,309855.635,4833021.735
816994,4155232,2017.0,2021,1950.0,PRIVATE,3,Etobicoke-Lakeshore,1 HEATHERDALE RD,4,35,2021-12-01,83,Evaluation needs to be conducted in 2 years,16,4.0,5.0,5.0,3.0,4.0,4.0,,5.0,,4.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,,,W0329,43.634913464499995,-79.4905899718,305543.578,4832551.923
816995,4154166,2017.0,2021,1962.0,PRIVATE,15,Don Valley West,42 THORNCLIFFE PARK DR,6,60,2021-12-01,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,N1533,43.702195489,-79.343701311,317381.647,4840039.243
816996,4153068,2017.0,2021,1952.0,PRIVATE,4,Parkdale-High Park,150 FERMANAGH AVE,5,66,2021-11-30,80,Evaluation needs to be conducted in 2 years,16,5.0,4.0,5.0,3.0,4.0,4.0,,4.0,5.0,,3.0,5.0,5.0,4.0,5.0,3.0,,3.0,2.0,,S0433,43.646685098999995,-79.4485785795,308932.75,4833860.844
816997,4153230,2017.0,2021,1965.0,PRIVATE,11,University-Rosedale,50 HILLSBORO AVE,24,196,2021-11-30,77,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1128,43.675830415,-79.393625247,313361.593,4837103.826
816998,4154765,2017.0,2021,1967.0,PRIVATE,16,Don Valley East,25 ST DENNIS DR,17,297,2021-11-30,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,N1630,43.717187304300005,-79.33300027770001,318241.038,4841705.521000001
816999,4154329,2017.0,2021,1979.0,PRIVATE,5,York South-Weston,1750 LAWRENCE AVE W,4,70,2021-11-30,77,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,W0528,43.7044910425,-79.49843825640001,304910.354,4840281.583000001
817000,5015812,2021.0,2021,1972.0,PRIVATE,11,University-Rosedale,44 CHARLES ST W,51,793,2021-11-30,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1136,43.6687248258,-79.3882538095,313796.026,4836314.071
817001,4153178,2017.0,2021,1919.0,PRIVATE,11,University-Rosedale,334 BLOOR ST W,3,24,2021-11-30,66,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,,S1126,43.666839079700004,-79.404253282,312505.959,4836102.924
817002,4155276,2019.0,2021,1957.0,PRIVATE,3,Etobicoke-Lakeshore,10 RIVERWOOD PKWY,3,52,2021-11-30,81,Evaluation needs to be conducted in 2 years,16,5.0,4.0,5.0,4.0,5.0,4.0,,5.0,,5.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,,,W0327,43.639089740699994,-79.4882393913,305726.291,4833016.54
817003,4153498,2017.0,2021,1960.0,PRIVATE,13,Toronto Centre,91 WELLESLEY ST E,7,61,2021-11-30,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,S1326,43.6656528226,-79.3795549794,314498.04,4835973.757
817004,4153597,2017.0,2021,1923.0,PRIVATE,13,Toronto Centre,214 WELLESLEY ST E,3,38,2021-11-30,87,Evaluation needs to be conducted in 3 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,5.0,,5.0,4.0,,S1323,43.6677644838,-79.3730310131,315023.82,4836209.126
817005,4155291,2018.0,2021,1957.0,PRIVATE,3,Etobicoke-Lakeshore,39 RIVERWOOD PKWY,4,23,2021-11-30,73,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,4.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,,,W0327,43.6403890443,-79.4907013619,305534.583,4833160.228999999
817006,4240549,2017.0,2021,1962.0,PRIVATE,5,York South-Weston,2190 WESTON RD,8,76,2021-11-30,79,Evaluation needs to be conducted in 2 years,17,5.0,5.0,4.0,4.0,4.0,3.0,,3.0,4.0,,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,W0524,43.703114245,-79.526528746,302646.059,4840130.027
817007,4154757,2017.0,2021,1973.0,PRIVATE,16,Don Valley East,45 WYNFORD HEIGHTS CRES,21,346,2021-11-30,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,N1629,43.72699020859999,-79.32555199810001,318838.914,4842795.818
817008,4153509,2017.0,2021,1960.0,PRIVATE,13,Toronto Centre,88 WELLESLEY ST E,8,71,2021-11-30,86,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,,S1322,43.666250633500006,-79.3798674479,314472.745,4836040.134
817009,4153510,2017.0,2021,1963.0,PRIVATE,13,Toronto Centre,80 WELLESLEY ST E,12,76,2021-11-29,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1322,43.6661438785,-79.38026748979999,314440.499,4836028.228999999
817010,4154665,2017.0,2021,1960.0,PRIVATE,8,Eglinton-Lawrence,225 WILSON AVE,3,20,2021-11-29,94,Evaluation needs to be conducted in 3 years,16,5.0,5.0,5.0,3.0,4.0,5.0,,5.0,,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,N0824,43.738182412700006,-79.427971659,310586.433,4844026.954
817011,4155450,2017.0,2021,1976.0,PRIVATE,1,Etobicoke North,50 PANORAMA CRT,19,223,2021-11-28,51,Evaluation needs to be conducted in 1 year,19,5.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,W0124,43.748167936099996,-79.577118319,298573.714,4845136.771000001
817012,4155666,2017.0,2021,1974.0,PRIVATE,1,Etobicoke North,46 PANORAMA CRT,19,222,2021-11-28,57,Evaluation needs to be conducted in 1 year,19,4.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,,W0124,43.7482299219,-79.5783390119,298475.409,4845143.751
817013,4154636,,2021,1958.0,PRIVATE,6,York Centre,15 WILMINGTON AVE,3,21,2021-11-27,70,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,3.0,4.0,,3.0,,,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,N0624,43.753413503999994,-79.452055484,308645.309,4845718.607
817014,4154911,2017.0,2021,1963.0,PRIVATE,16,Don Valley East,111 COMBERMERE DR,7,81,2021-11-26,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,,N1625,43.7587471272,-79.319372054,319329.13300000003,4846324.826
817015,4268538,2017.0,2021,1974.0,PRIVATE,5,York South-Weston,33 KING ST,27,420,2021-11-26,73,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,W0525,43.702394008999995,-79.519023817,303250.92600000004,4840049.806
817016,4639099,2019.0,2021,2018.0,PRIVATE,5,York South-Weston,22 JOHN ST,31,369,2021-11-26,98,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,W0524,43.701860896999996,-79.517659198,303360.88899999997,4839990.558
817017,4155254,2017.0,2021,1956.0,PRIVATE,3,Etobicoke-Lakeshore,2 BASKING RIDGE,4,24,2021-11-26,69,Evaluation needs to be conducted in 2 years,16,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,,,W0327,43.637708415,-79.49353779100001,305305.424,4832863.358
817018,4153234,2017.0,2021,1966.0,PRIVATE,11,University-Rosedale,88 BERNARD AVE,11,82,2021-11-26,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,S1127,43.673275002299995,-79.4019456234,312691.256,4836818.126
817019,4154858,2017.0,2021,1962.0,PRIVATE,16,Don Valley East,85 BARTLEY DR,4,15,2021-11-26,67,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N1631,43.722088465,-79.306514169,320373.70399999997,4842255.579
817020,4155165,2017.0,2021,1960.0,PRIVATE,5,York South-Weston,2292 WESTON RD,8,65,2021-11-26,81,Evaluation needs to be conducted in 2 years,18,5.0,5.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0524,43.7048987763,-79.5296017204,302398.731,4840327.401000001
817021,4154280,2017.0,2021,1966.0,PRIVATE,5,York South-Weston,11 GULLIVER RD,6,42,2021-11-26,82,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,4.0,4.0,5.0,,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,W0529,43.6988301169,-79.47621626680001,306701.52,4839652.882
817022,4154877,2017.0,2021,1959.0,PRIVATE,16,Don Valley East,10 ELVASTON DR,3,20,2021-11-25,68,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,4.0,3.0,3.0,,4.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N1628,43.7305607276,-79.3055621564,320448.469,4843196.023
817023,4166992,2017.0,2021,1971.0,PRIVATE,3,Etobicoke-Lakeshore,1294 ISLINGTON AVE,8,77,2021-11-25,84,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,W0321,43.64897448399999,-79.52619866100001,302670.539,4834115.36
817024,4264913,2017.0,2021,1971.0,PRIVATE,3,Etobicoke-Lakeshore,1286 ISLINGTON AVE,8,77,2021-11-25,87,Evaluation needs to be conducted in 3 years,18,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0321,43.64846976,-79.525809494,302701.915,4834059.277
817025,4154349,2017.0,2021,1960.0,PRIVATE,5,York South-Weston,2432 KEELE ST,3,12,2021-11-25,88,Evaluation needs to be conducted in 3 years,15,4.0,4.0,5.0,5.0,3.0,5.0,,4.0,,,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,4.0,,W0526,43.711105671300004,-79.47890915079999,306484.13300000003,4841016.598999999
817026,4326877,2018.0,2021,1927.0,PRIVATE,11,University-Rosedale,828 SHAW ST,3,17,2021-11-25,57,Evaluation needs to be conducted in 1 year,14,2.0,2.0,3.0,3.0,2.0,3.0,,3.0,,,2.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S1124,43.664714235299996,-79.4244607165,310876.572,4835865.23
